"Date","Spotify Followers","Spotify Streams","Spotify Listeners","TikTok Followers","TikTok Likes","Youtube Subscribers","Youtube Views","Instagram Followers","Instagram Likes","Airplay Spins","Shazams","Facebook Followers","SoundCloud Followers","SoundCloud Plays","Deezer Followers"
"2025-02-02","13152","N/A","96968","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-02-03","286","92931","96968","N/A","N/A","400","54632","N/A","N/A","0","0","181","N/A","N/A","9"
"2025-02-03","13195","N/A","96880","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-02-04","13236","N/A","97030","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-02-05","13284","N/A","96554","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-02-06","13336","N/A","96391","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-07","13393","N/A","96328","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-08","13446","N/A","96308","N/A","N/A","300","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-09","13499","N/A","96582","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-10","339","90884","96582","N/A","N/A","300","51284","N/A","N/A","0","0","234","N/A","N/A","12"
"2025-02-10","13546","N/A","96900","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-11","13578","N/A","97286","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-12","13616","N/A","97240","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-13","13654","N/A","97253","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-14","13689","N/A","98325","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-15","13730","N/A","99162","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-16","13773","N/A","99381","N/A","N/A","300","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-17","284","91252","99381","N/A","N/A","262","50613","N/A","N/A","0","0","78","N/A","N/A","11"
"2025-02-17","13817","N/A","100059","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-18","13863","N/A","100804","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-19","13907","N/A","101554","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-20","13958","N/A","101994","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-21","14009","N/A","102478","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-22","14069","N/A","103809","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-23","14128","N/A","105733","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-24","339","105194","105733","N/A","N/A","338","0","N/A","N/A","0","0","213","N/A","N/A","11"
"2025-02-24","14174","N/A","106774","N/A","N/A","400","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-25","14222","N/A","109211","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2025-02-26","14265","N/A","110252","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-02-27","14314","N/A","111765","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-02-28","14357","N/A","112750","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-01","14393","N/A","112891","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-02","14440","N/A","114045","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-03","324","106938","114045","N/A","N/A","248","58404","N/A","N/A","0","0","194","2","N/A","8"
"2025-03-03","14440","N/A","115237","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-04","14514","N/A","116700","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-05","14561","N/A","117812","N/A","N/A","300","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-06","14592","N/A","119371","N/A","N/A","100","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-07","14621","N/A","120919","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-08","14663","N/A","122253","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-09","14694","N/A","122497","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-10","270","110866","122497","N/A","N/A","307","57616","N/A","N/A","0","315","39","N/A","N/A","9"
"2025-03-10","14729","N/A","122754","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-11","14770","N/A","124481","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-12","14807","N/A","126017","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-13","14836","N/A","127794","N/A","N/A","200","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-14","14875","N/A","127794","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-15","14919","N/A","130610","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-16","14919","N/A","130610","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-17","256","116791","130610","N/A","N/A","204","53784","N/A","N/A","0","630","110","N/A","N/A","9"
"2025-03-17","15044","N/A","131334","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-18","15044","N/A","131115","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-19","15128","N/A","131467","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-20","15128","N/A","132057","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-21","15274","N/A","132498","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-22","15332","N/A","134864","N/A","N/A","500","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-23","15382","N/A","136032","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-24","413","128368","136032","N/A","N/A","441","61774","N/A","N/A","0","565","206","N/A","N/A","8"
"2025-03-24","15382","N/A","137232","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-25","15494","N/A","139664","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-26","15569","N/A","141367","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-27","15632","N/A","143611","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-28","15632","N/A","145129","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-29","15707","N/A","147870","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-30","15762","N/A","149573","N/A","N/A","400","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-03-31","375","137681","149573","N/A","N/A","350","52115","N/A","N/A","0","1044","147","N/A","N/A","11"
"2025-03-31","15804","N/A","150162","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-01","15842","N/A","151239","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-02","15872","N/A","152414","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-03","15900","N/A","152938","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-04","15953","N/A","153181","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-05","16020","N/A","153978","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-06","16075","N/A","154936","N/A","N/A","300","N/A","17062","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-07","313","133690","154936","N/A","N/A","307","49842","9415","114","0","0","76","N/A","N/A","15"
"2025-04-07","16132","N/A","155936","N/A","N/A","100","N/A","17130","152","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-08","16176","N/A","156902","N/A","N/A","N/A","N/A","17176","44","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-09","16234","N/A","156902","N/A","N/A","100","N/A","17232","36","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-10","16281","N/A","156871","N/A","N/A","2400","N/A","17254","12","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-11","16320","N/A","156850","N/A","N/A","N/A","N/A","17330","25","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-12","16353","N/A","156752","N/A","N/A","100","N/A","17379","17","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-13","16401","N/A","156925","N/A","N/A","N/A","N/A","17443","13","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-14","333","86712","156925","N/A","N/A","2743","52350","1663","172","0","0","92","N/A","N/A","10"
"2025-04-14","16428","N/A","156700","N/A","N/A","100","N/A","17509","23","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-15","16460","N/A","157332","N/A","N/A","N/A","N/A","17541","75","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-16","16503","N/A","157358","N/A","N/A","100","N/A","17583","12","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-17","16534","N/A","157311","N/A","N/A","N/A","N/A","17649","118","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-18","16575","N/A","157570","N/A","N/A","100","N/A","17697","10","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-19","16619","N/A","155579","N/A","N/A","N/A","N/A","17726","13","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-20","16646","N/A","153702","N/A","N/A","100","N/A","17773","21","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-21","266","90490","153702","N/A","N/A","350","53593","347","264","0","0","135","N/A","N/A","5"
"2025-04-21","16667","N/A","152821","N/A","N/A","100","N/A","17786","255","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-22","16697","N/A","150181","N/A","N/A","100","N/A","17802","122","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-23","16740","N/A","148713","N/A","N/A","N/A","N/A","17802","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-24","16803","N/A","146372","N/A","N/A","100","N/A","17862","166","N/A","N/A","N/A","311","N/A","N/A"
"2025-04-25","16860","N/A","144465","N/A","N/A","N/A","N/A","17890","69","N/A","N/A","N/A","312","N/A","N/A"
"2025-04-26","16907","N/A","141921","N/A","N/A","100","N/A","17902","22","N/A","N/A","N/A","312","N/A","N/A"
"2025-04-27","16953","N/A","139754","N/A","N/A","100","N/A","17917","33","N/A","N/A","N/A","312","N/A","N/A"
"2025-04-28","288","73638","139754","N/A","N/A","450","72448","176","655","0","0","118","1","N/A","5"
"2025-04-28","16991","N/A","138224","N/A","N/A","N/A","N/A","17955","21","N/A","N/A","N/A","312","N/A","N/A"
"2025-04-29","17021","N/A","138151","N/A","N/A","N/A","N/A","17973","15","N/A","N/A","N/A","312","N/A","N/A"
"2025-04-30","17067","N/A","137394","N/A","N/A","100","N/A","17974","3","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-01","17098","N/A","136475","N/A","N/A","N/A","N/A","17982","12","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-02","17140","N/A","136475","N/A","N/A","100","N/A","17996","208","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-03","17186","N/A","134255","N/A","N/A","100","N/A","18008","275","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-04","17240","N/A","133438","N/A","N/A","N/A","N/A","18028","72","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-05","279","207460","133438","N/A","N/A","400","63215","106","567","0","0","164","N/A","N/A","6"
"2025-05-05","17320","N/A","132666","N/A","N/A","100","N/A","18043","23","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-06","17378","N/A","132666","N/A","N/A","N/A","N/A","18062","33","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-07","17423","N/A","132712","N/A","N/A","N/A","N/A","18067","9","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-08","17469","N/A","132712","N/A","N/A","100","N/A","18067","N/A","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-09","17528","N/A","132119","N/A","N/A","N/A","N/A","18067","N/A","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-10","17573","N/A","131143","N/A","N/A","100","N/A","18067","N/A","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-11","17625","N/A","130767","N/A","N/A","N/A","N/A","18113","233","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-12","387","84212","130767","N/A","N/A","300","52454","93","311","0","0","312","N/A","N/A","6"
"2025-05-12","17667","N/A","130227","N/A","N/A","N/A","N/A","18117","126","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-13","17727","N/A","130557","N/A","N/A","100","N/A","18142","86","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-14","17856","N/A","130687","N/A","N/A","N/A","N/A","18153","150","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-15","18013","N/A","131463","N/A","N/A","200","N/A","18182","443","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-16","18212","N/A","132193","N/A","N/A","100","N/A","18214","446","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-17","18416","N/A","133366","N/A","N/A","100","N/A","18250","241","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-18","18895","N/A","135449","N/A","N/A","300","N/A","18312","155","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-19","843","175448","135449","N/A","N/A","500","72156","149","1551","0","0","302","N/A","N/A","5"
"2025-05-19","19439","N/A","136502","N/A","N/A","100","N/A","18335","46","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-20","19814","N/A","139291","N/A","N/A","N/A","N/A","18375","47","N/A","N/A","N/A","312","N/A","N/A"
"2025-05-21","20205","N/A","142343","N/A","N/A","300","N/A","18404","20","N/A","N/A","N/A","314","N/A","N/A"
"2025-05-22","20466","N/A","145942","N/A","N/A","N/A","N/A","18438","275","N/A","N/A","N/A","314","N/A","N/A"
"2025-05-23","20699","N/A","149328","N/A","N/A","300","N/A","18461","265","N/A","N/A","N/A","314","N/A","N/A"
"2025-05-24","20948","N/A","152163","N/A","N/A","100","N/A","18481","256","N/A","N/A","N/A","314","N/A","N/A"
"2025-05-25","21198","N/A","154294","N/A","N/A","100","N/A","18504","138","N/A","N/A","N/A","314","N/A","N/A"
"2025-05-26","2532","205515","154294","N/A","N/A","1100","89249","231","1064","0","0","278","2","N/A","9"
"2025-05-26","21560","N/A","156654","N/A","N/A","200","N/A","18547","102","N/A","N/A","N/A","315","N/A","N/A"
"2025-05-27","22062","N/A","160149","N/A","N/A","200","N/A","18547","N/A","N/A","N/A","N/A","315","N/A","N/A"
"2025-05-28","22660","N/A","165074","N/A","N/A","100","N/A","18589","62","N/A","N/A","N/A","315","N/A","N/A"
"2025-05-29","23276","N/A","172657","N/A","N/A","N/A","N/A","18607","272","N/A","N/A","N/A","315","N/A","N/A"
"2025-05-30","23595","N/A","178834","N/A","N/A","200","N/A","18626","299","N/A","N/A","N/A","315","N/A","N/A"
"2025-05-31","23919","N/A","186733","N/A","N/A","200","N/A","18677","78","N/A","N/A","N/A","315","N/A","N/A"
"2025-06-01","24269","N/A","193867","N/A","N/A","N/A","N/A","18727","76","N/A","N/A","N/A","315","N/A","N/A"
"2025-06-02","2971","270986","193867","N/A","N/A","1000","83762","196","951","3","0","119","1","N/A","87"
"2025-06-02","24565","N/A","197702","N/A","N/A","N/A","N/A","18783","50","N/A","N/A","N/A","315","N/A","N/A"
"2025-06-03","24825","N/A","202626","N/A","N/A","300","N/A","18799","24","N/A","N/A","N/A","315","N/A","N/A"
"2025-06-04","25090","N/A","207440","N/A","N/A","400","N/A","18813","69","N/A","N/A","N/A","315","N/A","N/A"
"2025-06-05","25938","N/A","214504","N/A","N/A","N/A","N/A","19003","263","N/A","N/A","N/A","315","N/A","N/A"
"2025-06-06","27585","N/A","224381","N/A","N/A","900","N/A","19118","858","N/A","N/A","N/A","333","N/A","N/A"
"2025-06-07","29251","N/A","239096","N/A","N/A","600","N/A","19205","221","N/A","N/A","N/A","338","N/A","N/A"
"2025-06-08","30936","N/A","256536","N/A","N/A","N/A","N/A","19359","198","N/A","N/A","N/A","338","N/A","N/A"
"2025-06-09","5332","424088","256536","N/A","N/A","2200","135199","528","1561","10","0","410","23","N/A","145"
"2025-06-09","33114","N/A","273938","N/A","N/A","N/A","N/A","19459","125","N/A","N/A","N/A","344","N/A","N/A"
"2025-06-10","34501","N/A","343358","N/A","N/A","N/A","N/A","19459","N/A","N/A","N/A","N/A","348","N/A","N/A"
"2025-06-11","36246","N/A","395733","N/A","N/A","N/A","N/A","19459","N/A","N/A","N/A","N/A","353","N/A","N/A"
"2025-06-12","38591","N/A","468794","N/A","N/A","N/A","N/A","19710","509","N/A","N/A","N/A","357","N/A","N/A"
"2025-06-13","39782","N/A","516659","N/A","N/A","N/A","N/A","19758","665","N/A","N/A","N/A","359","N/A","N/A"
"2025-06-14","40722","N/A","562369","N/A","N/A","2800","N/A","19824","601","N/A","N/A","N/A","359","N/A","N/A"
"2025-06-15","41625","N/A","594321","N/A","N/A","200","N/A","19905","455","N/A","N/A","N/A","359","N/A","N/A"
"2025-06-16","11471","984874","594321","N/A","N/A","2800","237690","619","2098","24","0","534","21","N/A","184"
"2025-06-16","42493","N/A","618506","N/A","N/A","N/A","N/A","19905","N/A","N/A","N/A","N/A","359","N/A","N/A"
"2025-06-17","43181","N/A","716383","N/A","N/A","N/A","N/A","19905","N/A","N/A","N/A","N/A","359","N/A","N/A"
"2025-06-18","44132","N/A","769140","N/A","N/A","N/A","N/A","19905","N/A","N/A","N/A","N/A","359","N/A","N/A"
"2025-06-19","48850","N/A","831434","N/A","N/A","N/A","N/A","19905","N/A","N/A","N/A","N/A","359","N/A","N/A"
"2025-06-20","59322","N/A","892032","N/A","N/A","N/A","N/A","19905","N/A","N/A","N/A","N/A","359","N/A","N/A"
"2025-06-21","70408","N/A","955920","N/A","N/A","8500","N/A","19905","N/A","N/A","N/A","N/A","359","N/A","N/A"
"2025-06-22","80880","N/A","1019064","N/A","N/A","800","N/A","19905","N/A","N/A","N/A","N/A","359","N/A","N/A"
"2025-06-23","29686","1646983","1019064","N/A","741","8700","532507","163088","17301","32","0","220166","30","N/A","182"
"2025-06-23","86540","N/A","1067924","N/A","N/A","N/A","N/A","237250","22462","N/A","N/A","N/A","401","N/A","N/A"
"2025-06-24","92683","N/A","1329293","N/A","N/A","3200","N/A","237250","N/A","N/A","N/A","N/A","403","N/A","N/A"
"2025-06-25","98724","N/A","1430485","N/A","N/A","600","N/A","237250","N/A","N/A","N/A","N/A","403","N/A","N/A"
"2025-06-26","103322","N/A","1500845","N/A","N/A","1800","N/A","237250","N/A","N/A","N/A","N/A","409","N/A","N/A"
"2025-06-27","107243","N/A","1576976","N/A","N/A","1200","N/A","237250","N/A","N/A","N/A","N/A","415","N/A","N/A"
"2025-06-28","111384","N/A","1649460","360270","5942","1000","N/A","237250","N/A","N/A","N/A","N/A","423","N/A","N/A"
"2025-06-29","115190","N/A","1740636","360270","N/A","800","N/A","237250","N/A","N/A","N/A","N/A","423","N/A","N/A"
"2025-06-30","40976","2059292","1740636","N/A","5201","8600","714519","105209","51746","31","0","221176","34","N/A","194"
"2025-06-30","118055","N/A","1740636","360270","N/A","500","N/A","237250","N/A","N/A","N/A","N/A","426","N/A","N/A"
"2025-07-01","120146","N/A","1778298","360270","N/A","1000","N/A","237250","N/A","N/A","N/A","N/A","428","N/A","N/A"
"2025-07-02","121993","N/A","1811102","360270","N/A","600","N/A","237250","N/A","N/A","N/A","N/A","429","N/A","N/A"
"2025-07-03","123749","N/A","1840686","360270","N/A","300","N/A","372911","123025","N/A","N/A","N/A","430","N/A","N/A"
"2025-07-04","127827","N/A","1840686","360270","N/A","600","N/A","386848","34708","N/A","N/A","N/A","436","N/A","N/A"
"2025-07-05","127827","N/A","1886160","360270","N/A","500","N/A","394738","20612","N/A","N/A","N/A","436","N/A","N/A"
"2025-07-06","129645","N/A","1900268","360270","N/A","1000","N/A","401365","16876","N/A","N/A","N/A","436","N/A","N/A"
"2025-07-07","17352","1950629","1900268","N/A","N/A","4300","539833","106617","132215","39","0","76628","14","N/A","161"
"2025-07-07","130965","N/A","1910566","360270","N/A","400","N/A","406629","18990","N/A","N/A","N/A","439","N/A","N/A"
"2025-07-08","131935","N/A","1899594","360270","N/A","500","N/A","406629","N/A","N/A","N/A","N/A","440","N/A","N/A"
"2025-07-09","133140","N/A","1893878","360270","N/A","300","N/A","406629","N/A","N/A","N/A","N/A","440","N/A","N/A"
"2025-07-10","134621","N/A","1871125","360270","N/A","600","N/A","406629","N/A","N/A","N/A","N/A","441","N/A","N/A"
"2025-07-11","136430","N/A","1855024","360270","N/A","1000","N/A","427832","14396","N/A","N/A","N/A","445","N/A","N/A"
"2025-07-12","138136","N/A","1855024","360270","N/A","500","N/A","435325","16632","N/A","N/A","N/A","445","N/A","N/A"
"2025-07-13","139923","N/A","1819112","360270","N/A","500","N/A","443044","16325","N/A","N/A","N/A","449","N/A","N/A"
"2025-07-14","9400","1198961","1819112","41062","21985","4300","426723","40587","66894","52","0","56825","10","N/A","118"
"2025-07-14","141521","N/A","1806377","360270","N/A","600","N/A","446768","8886","N/A","N/A","N/A","450","N/A","N/A"
"2025-07-15","142901","N/A","1769384","360270","N/A","700","N/A","446768","N/A","N/A","N/A","N/A","452","N/A","N/A"
"2025-07-16","144714","N/A","1750544","442400","43973","1000","N/A","446768","N/A","N/A","N/A","N/A","455","N/A","N/A"
"2025-07-17","147291","N/A","1725450","442400","N/A","800","N/A","472941","16921","N/A","N/A","N/A","457","N/A","N/A"
"2025-07-18","149939","N/A","1697446","442400","N/A","1000","N/A","472941","N/A","N/A","N/A","N/A","458","N/A","N/A"
"2025-07-19","152678","N/A","1697446","442400","N/A","1100","N/A","494489","36733","N/A","N/A","N/A","462","N/A","N/A"
"2025-07-20","155532","N/A","1649130","442400","N/A","700","N/A","503593","20925","N/A","N/A","N/A","463","N/A","N/A"
"2025-07-21","14542","2149355","1649130","41068","21988","5700","595172","59164","78865","67","0","134381","15","N/A","211"
"2025-07-21","157827","N/A","1628251","442400","N/A","800","N/A","503593","N/A","N/A","N/A","N/A","464","N/A","N/A"
"2025-07-22","159706","N/A","1488772","442400","N/A","800","N/A","523260","51223","N/A","N/A","N/A","466","N/A","N/A"
"2025-07-24","163694","N/A","1372407","442400","N/A","800","N/A","523260","N/A","N/A","N/A","N/A","468","N/A","N/A"
"2025-07-25","165511","N/A","1317681","442400","N/A","1800","N/A","547916","19103","N/A","N/A","N/A","472","N/A","N/A"
"2025-07-26","167751","N/A","1254893","442400","N/A","600","N/A","561443","38457","N/A","N/A","N/A","476","N/A","N/A"
"2025-07-27","172240","N/A","1216908","442400","N/A","1200","N/A","571285","38429","N/A","N/A","N/A","478","N/A","N/A"
"2025-07-28","15073","2054447","1216908","6150","1362","6200","614699","66954","129708","78","0","127812","14","N/A","264"
"2025-07-28","175256","N/A","1182004","442400","N/A","900","N/A","582052","28260","N/A","N/A","N/A","483","N/A","N/A"
"2025-07-29","177225","N/A","1179429","442400","N/A","800","N/A","585256","15387","N/A","N/A","N/A","483","N/A","N/A"
"2025-07-30","179149","N/A","1174657","442400","N/A","1200","N/A","597737","23241","N/A","N/A","N/A","489","N/A","N/A"
"2025-07-31","181051","N/A","1163689","442400","N/A","800","N/A","604403","10560","N/A","N/A","N/A","492","N/A","N/A"
"2025-08-01","183047","N/A","1163689","442400","N/A","500","N/A","613156","15830","N/A","N/A","N/A","498","N/A","N/A"
"2025-08-02","185557","N/A","1155841","491600","10910","800","N/A","622886","34772","N/A","N/A","N/A","501","N/A","N/A"
"2025-08-03","187612","N/A","1157160","491600","N/A","600","N/A","626531","13050","N/A","N/A","N/A","502","N/A","N/A"
"2025-08-04","17806","2208611","1157160","43050","9548","6200","622291","61443","166479","72","0","96102","25","N/A","390"
"2025-08-04","189325","N/A","1159695","491600","N/A","500","N/A","626531","N/A","N/A","N/A","N/A","503","N/A","N/A"
"2025-08-05","190571","N/A","1169961","491600","N/A","800","N/A","635819","24549","N/A","N/A","N/A","504","N/A","N/A"
"2025-08-06","192144","N/A","1172469","491600","N/A","600","N/A","635819","N/A","N/A","N/A","N/A","506","N/A","N/A"
"2025-08-07","193387","N/A","1173201","491600","N/A","500","N/A","647409","27393","N/A","N/A","N/A","506","N/A","N/A"
"2025-08-08","194818","N/A","1181353","491600","N/A","600","N/A","659026","27642","N/A","N/A","N/A","510","N/A","N/A"
"2025-08-09","196499","N/A","1192440","491600","N/A","700","N/A","664262","11004","N/A","N/A","N/A","513","N/A","N/A"
"2025-08-10","198102","N/A","1202903","491600","N/A","400","N/A","669597","15583","N/A","N/A","N/A","514","N/A","N/A"
"2025-08-11","10942","2228766","1202903","7310","21105","4300","549988","41376","103638","71","0","49889","12","N/A","215"
"2025-08-11","199321","N/A","1213691","491600","N/A","500","N/A","673762","17176","N/A","N/A","N/A","516","N/A","N/A"
"2025-08-12","200340","N/A","1229326","491600","N/A","300","N/A","673762","N/A","N/A","N/A","N/A","517","N/A","N/A"
"2025-08-13","201675","N/A","1244024","491600","N/A","800","N/A","687372","32584","N/A","N/A","N/A","518","N/A","N/A"
"2025-08-14","203103","N/A","1259215","511100","56280","600","N/A","693656","15772","N/A","N/A","N/A","521","N/A","N/A"
"2025-08-15","204495","N/A","1273717","511100","N/A","600","N/A","693656","N/A","N/A","N/A","N/A","521","N/A","N/A"
"2025-08-16","206125","N/A","1280097","511100","N/A","600","N/A","709317","27419","N/A","N/A","N/A","521","N/A","N/A"
"2025-08-17","207649","N/A","1284287","511100","N/A","400","N/A","713229","13797","N/A","N/A","N/A","521","N/A","N/A"
"2025-08-18","9626","2262440","1284287","15700","40443","3800","478079","45055","108534","72","0","83182","8","N/A","153"
"2025-08-18","209038","N/A","1289445","511100","N/A","400","N/A","713229","N/A","N/A","N/A","N/A","522","N/A","N/A"
"2025-08-19","209981","N/A","1299729","511100","N/A","400","N/A","713229","N/A","N/A","N/A","N/A","524","N/A","N/A"
