"Date","Spotify Followers","Spotify Streams","Spotify Listeners","TikTok Followers","TikTok Likes","Youtube Subscribers","Youtube Views","Instagram Followers","Instagram Likes","Airplay Spins","Shazams","Facebook Followers","SoundCloud Followers","SoundCloud Plays","Deezer Followers"
"2024-07-06","4558","N/A","38198","N/A","N/A","10","N/A","729","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-07-07","4558","N/A","38257","N/A","N/A","N/A","N/A","729","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-07-08","4571","N/A","38280","N/A","N/A","N/A","N/A","729","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-07-09","4581","N/A","38923","N/A","N/A","N/A","N/A","729","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-07-11","4598","N/A","39414","N/A","N/A","N/A","N/A","729","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-07-12","4615","N/A","39565","N/A","N/A","N/A","N/A","729","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-07-13","4632","N/A","39552","N/A","N/A","N/A","N/A","729","N/A","N/A","N/A","N/A","294","164","N/A"
"2024-07-14","4645","N/A","39552","N/A","N/A","10","N/A","729","N/A","N/A","N/A","N/A","294","11","N/A"
"2024-07-15","4657","N/A","39524","N/A","N/A","N/A","N/A","729","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-16","4664","N/A","39826","N/A","N/A","N/A","N/A","729","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-17","4677","N/A","40267","N/A","N/A","N/A","N/A","729","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-18","4689","N/A","40342","N/A","N/A","N/A","N/A","729","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-19","4699","N/A","40250","N/A","N/A","N/A","N/A","836","54","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-20","4707","N/A","40286","N/A","N/A","10","N/A","836","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-21","4707","N/A","40342","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-22","4719","N/A","40342","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","294","135","N/A"
"2024-07-23","4726","N/A","40548","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","294","11","N/A"
"2024-07-24","4737","N/A","40350","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-25","4737","N/A","40439","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-26","4758","N/A","40439","N/A","N/A","10","N/A","836","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-27","4766","N/A","40439","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-28","4779","N/A","40439","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-29","4799","N/A","40439","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-30","4813","N/A","40070","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2024-07-31","4833","N/A","39804","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","140","N/A"
"2024-08-01","4854","N/A","39804","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","12","N/A"
"2024-08-02","4887","N/A","42242","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-03","4938","N/A","44473","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-04","4961","N/A","45523","N/A","N/A","70","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-05","4996","N/A","46331","N/A","N/A","10","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-06","5027","N/A","47221","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-07","5027","N/A","48241","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-08","5068","N/A","49226","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-09","5103","N/A","50716","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","147","N/A"
"2024-08-10","5130","N/A","51577","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","7","N/A"
"2024-08-11","5152","N/A","52646","N/A","N/A","40","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-12","5173","N/A","53903","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-13","5188","N/A","54676","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-14","5201","N/A","55345","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-15","5215","N/A","56290","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-16","5234","N/A","60780","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-17","5247","N/A","64148","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-18","5257","N/A","66887","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-19","5271","N/A","69193","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","152","N/A"
"2024-08-20","5280","N/A","69193","N/A","N/A","60","N/A","836","N/A","N/A","N/A","N/A","295","11","N/A"
"2024-08-21","5294","N/A","64487","N/A","N/A","10","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-22","5315","N/A","65851","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-23","5330","N/A","66436","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-24","5359","N/A","67025","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-25","5386","N/A","67877","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-26","5432","N/A","68725","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-27","5465","N/A","69873","N/A","N/A","60","N/A","836","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2024-08-28","5483","N/A","70586","N/A","N/A","20","N/A","836","N/A","N/A","N/A","N/A","297","153","N/A"
"2024-08-29","5532","N/A","72300","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","10","N/A"
"2024-08-30","5574","N/A","74345","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-08-31","5604","N/A","76392","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-01","5651","N/A","79490","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-02","5701","N/A","82476","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-03","5738","N/A","85196","N/A","N/A","50","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-04","5804","N/A","88026","N/A","N/A","20","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-05","5851","N/A","91591","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-06","5909","N/A","94298","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","166","N/A"
"2024-09-07","5962","N/A","96756","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","14","N/A"
"2024-09-08","6015","N/A","99568","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-09","6081","N/A","101536","N/A","N/A","70","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-10","6136","N/A","104986","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-11","6195","N/A","107862","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-12","6243","N/A","110589","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-13","6278","N/A","112985","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-14","6319","N/A","115548","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","297","N/A","N/A"
"2024-09-15","6363","N/A","117789","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","299","N/A","N/A"
"2024-09-16","6400","N/A","119559","N/A","N/A","60","N/A","836","N/A","N/A","N/A","N/A","299","N/A","N/A"
"2024-09-17","6432","N/A","121738","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","299","N/A","N/A"
"2024-09-18","6473","N/A","124243","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","299","N/A","N/A"
"2024-09-19","6524","N/A","126841","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","299","N/A","N/A"
"2024-09-20","6564","N/A","129496","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","299","N/A","N/A"
"2024-09-21","6613","N/A","132230","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","299","N/A","N/A"
"2024-09-22","6644","N/A","135088","N/A","N/A","30","N/A","836","N/A","N/A","N/A","N/A","299","N/A","N/A"
"2024-09-23","6670","N/A","137597","N/A","N/A","10","N/A","836","N/A","N/A","N/A","N/A","299","N/A","N/A"
"2024-09-24","6718","N/A","140128","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-09-25","6767","N/A","142535","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-09-26","6814","N/A","145423","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-09-27","6856","N/A","146006","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-09-28","6880","N/A","146833","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-09-29","6940","N/A","147688","N/A","N/A","30","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-09-30","6984","N/A","147793","N/A","N/A","10","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-01","7020","N/A","148265","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-02","7043","N/A","148202","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-03","7080","N/A","148238","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-04","7122","N/A","148544","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-05","7156","N/A","149654","N/A","N/A","40","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-06","7184","N/A","150090","N/A","N/A","10","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-07","7213","N/A","150579","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-08","7257","N/A","150756","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-09","7300","N/A","151130","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-10","7341","N/A","151065","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-11","7384","N/A","150884","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-12","7433","N/A","150789","N/A","N/A","40","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-13","7488","N/A","151448","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","300","N/A","N/A"
"2024-10-14","7553","N/A","152727","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","301","N/A","N/A"
"2024-10-15","7599","N/A","153839","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","301","N/A","N/A"
"2024-10-16","7642","N/A","154781","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","301","N/A","N/A"
"2024-10-17","7642","N/A","155550","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","301","N/A","N/A"
"2024-10-18","7723","N/A","156805","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","301","N/A","N/A"
"2024-10-19","7778","N/A","157813","N/A","N/A","60","N/A","836","N/A","N/A","N/A","N/A","301","N/A","N/A"
"2024-10-20","7823","N/A","159394","N/A","N/A","20","N/A","836","N/A","N/A","N/A","N/A","301","N/A","N/A"
"2024-10-21","7884","N/A","161981","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","301","N/A","N/A"
"2024-10-22","7947","N/A","170372","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","301","N/A","N/A"
"2024-10-23","8012","N/A","173103","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","301","N/A","N/A"
"2024-10-24","8094","N/A","173103","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","302","N/A","N/A"
"2024-10-25","8163","N/A","173646","N/A","N/A","70","N/A","836","N/A","N/A","N/A","N/A","302","N/A","N/A"
"2024-10-26","8216","N/A","174256","N/A","N/A","30","N/A","836","N/A","N/A","N/A","N/A","302","N/A","N/A"
"2024-10-27","8261","N/A","174762","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","302","N/A","N/A"
"2024-10-28","53","138393","174762","N/A","N/A","30","5812","N/A","N/A","0","0","0","N/A","N/A","0"
"2024-10-28","8345","N/A","176131","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","302","N/A","N/A"
"2024-10-29","8440","N/A","176751","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","302","N/A","N/A"
"2024-10-30","8536","N/A","177862","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","302","N/A","N/A"
"2024-10-31","8622","N/A","178315","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","302","N/A","N/A"
"2024-11-01","8699","N/A","179138","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-02","8779","N/A","179849","N/A","N/A","120","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-03","8885","N/A","181277","N/A","N/A","10","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-04","563","131381","181277","N/A","N/A","120","9664","N/A","N/A","0","0","980","1","N/A","26"
"2024-11-04","8970","N/A","182376","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-05","9041","N/A","183057","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-06","9095","N/A","183506","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-07","9126","N/A","184530","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-08","9153","N/A","185522","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-09","9187","N/A","186459","N/A","N/A","50","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-10","9219","N/A","187174","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-11","408","129388","187174","N/A","N/A","60","5701","N/A","N/A","0","0","426","N/A","N/A","9"
"2024-11-11","9254","N/A","187101","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-12","9254","N/A","186987","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-13","9298","N/A","186497","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-14","9323","N/A","186106","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-15","9359","N/A","186047","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-16","9387","N/A","186387","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-17","9387","N/A","185918","N/A","N/A","70","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-18","200","116728","185918","N/A","N/A","61","7932","N/A","N/A","0","0","308","N/A","N/A","4"
"2024-11-18","9443","N/A","184450","N/A","N/A","10","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-19","9473","N/A","177539","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","303","N/A","N/A"
"2024-11-20","9504","N/A","175670","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-11-21","9533","N/A","175519","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-11-22","9563","N/A","175270","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-11-23","9588","N/A","174958","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-11-24","9613","N/A","174343","N/A","N/A","80","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-11-25","201","114132","174343","N/A","N/A","85","11904","N/A","N/A","0","0","206","1","N/A","1"
"2024-11-25","9626","N/A","173583","N/A","N/A","20","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-11-26","9650","N/A","172958","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-11-27","9667","N/A","172145","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-11-28","9684","N/A","171818","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-11-29","9712","N/A","170482","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-11-30","9752","N/A","167035","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-01","9770","N/A","163168","N/A","N/A","640","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-02","164","97036","163168","N/A","N/A","567","36183","N/A","N/A","0","0","117","N/A","N/A","6"
"2024-12-02","9793","N/A","159502","N/A","N/A","140","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-03","9816","N/A","157138","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-04","9847","N/A","154269","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-05","9878","N/A","151768","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-06","9915","N/A","149122","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-07","9948","N/A","145965","N/A","N/A","N/A","N/A","836","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-08","9973","N/A","142716","N/A","N/A","1410","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-09","196","73331","142716","N/A","N/A","1422","74065","4781","N/A","0","0","129","N/A","N/A","8"
"2024-12-09","10006","N/A","139694","N/A","N/A","130","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-10","10030","N/A","136840","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-11","10064","N/A","134288","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-12","10093","N/A","131561","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-13","10147","N/A","128661","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-14","10189","N/A","125406","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-15","10241","N/A","125406","N/A","N/A","980","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-16","241","63093","125406","N/A","N/A","1181","98805","684","N/A","0","0","287","N/A","N/A","6"
"2024-12-16","10283","N/A","118591","N/A","N/A","60","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-17","10331","N/A","115747","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-18","10344","N/A","112900","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-19","10374","N/A","112900","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","304","N/A","N/A"
"2024-12-20","10414","N/A","112900","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","305","N/A","N/A"
"2024-12-21","10460","N/A","103450","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","306","N/A","N/A"
"2024-12-23","271","85711","103450","N/A","N/A","1074","94786","N/A","N/A","0","0","264","2","N/A","12"
"2024-12-23","10600","N/A","103450","N/A","N/A","130","N/A","6301","N/A","N/A","N/A","N/A","306","N/A","N/A"
"2024-12-24","10665","N/A","94443","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","306","N/A","N/A"
"2024-12-25","10723","N/A","91296","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","306","N/A","N/A"
"2024-12-26","10798","N/A","87283","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","306","N/A","N/A"
"2024-12-27","10888","N/A","84474","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","306","N/A","N/A"
"2024-12-28","10970","N/A","84013","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","306","N/A","N/A"
"2024-12-29","11055","N/A","83929","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","306","N/A","N/A"
"2024-12-30","510","71959","83929","N/A","N/A","942","13331","N/A","N/A","0","0","197","1","N/A","25"
"2024-12-30","11123","N/A","84219","N/A","N/A","900","N/A","6301","N/A","N/A","N/A","N/A","309","N/A","N/A"
"2024-12-31","11211","N/A","84020","N/A","N/A","120","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-01","11280","N/A","84078","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-02","11357","N/A","83728","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-03","11437","N/A","83783","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-04","11511","N/A","83722","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-05","11600","N/A","83892","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-06","541","84997","83892","N/A","N/A","673","110357","N/A","N/A","0","0","371","3","N/A","18"
"2025-01-06","11708","N/A","84071","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-07","11818","N/A","84875","N/A","N/A","520","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-08","11911","N/A","85545","N/A","N/A","70","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-09","11994","N/A","85904","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-10","12040","N/A","86127","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-11","12086","N/A","86246","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-12","12154","N/A","86782","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-13","575","99423","86782","N/A","N/A","465","57482","N/A","N/A","0","0","186","N/A","N/A","22"
"2025-01-13","12201","N/A","87059","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-14","12247","N/A","87247","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-15","12307","N/A","87405","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-16","12364","N/A","87928","N/A","N/A","460","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-17","12424","N/A","88405","N/A","N/A","100","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-18","12470","N/A","89174","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-01-19","12524","N/A","89391","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-01-20","384","99020","89391","N/A","N/A","455","60879","N/A","N/A","0","0","371","1","N/A","13"
"2025-01-20","12572","N/A","89318","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-01-21","12609","N/A","89968","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-01-22","12658","N/A","90663","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-01-23","12706","N/A","91782","N/A","N/A","400","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-01-24","12757","N/A","92508","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-01-25","12821","N/A","93219","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-01-26","12861","N/A","93419","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-01-27","351","92685","93419","N/A","N/A","435","47843","N/A","N/A","0","0","216","N/A","N/A","13"
"2025-01-27","12897","N/A","93472","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-01-28","12930","N/A","93790","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","311","N/A","N/A"
"2025-01-29","12970","N/A","93989","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-30","13012","N/A","94964","N/A","N/A","N/A","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-01-31","13064","N/A","95871","N/A","N/A","400","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
"2025-02-01","13107","N/A","96860","N/A","N/A","100","N/A","6301","N/A","N/A","N/A","N/A","310","N/A","N/A"
